,tv_model,category,price,dimension,discounted,discount_rate,reviews,brand,num_of_reviews
82,"SONY - SMART TV BRAVIA LED 4K 43"" KD43X72KPAEP",Tv 4K,"€ 499,00",Dimensione schermo-pollici : 43 pollici,True,-38.0%,"["" En panne au bout de 3 jours a la maison. Après j'aurai du peut-être ne pas acheter le modèle en exposition .Déjà au début je la trouvait assé lente a l'allumage ,obliger d'appuyer plusieurs fois sur la télécommande.Pourtant j'ai une ancienne  tv lcd Sony 32 pouce qui a plus de 10 ans qui fonctionne toujours .J'ai préféré me tourner vers LG car trop peur de tombé sur mauvaise série de Sony. "", ' Bonne réception de l appareil ,satisfait de la qualité mais mise en route trop rapide sans explicationPas de réglages Pas de notice ,pas évident de la récupérer sur internetJe demande à Boulanger de me transmettre cette notice ,étant donné le prix assez élevé de ce televiseurJ attends une réponse Merci ', "" Je l'ai acheté lundi et j'aurais du attendre mercredi  (50 € de moins) mais ça il me semble l'avoir déjà dit. Il faut toujours attendre les soldes, jamais acheté avant ni après. Pour la télé ça va pour le moment. "", "" Bonjour, Ce téléviseur nous donne amplement satisfaction,que ce soit pour l'image ou le son. De plus les conseils de la vendeuse de chez Boulanger ont été précieux pour le choisir.Merci. "", "" Ayant un téléviseur plasma, j'ai souhaité changer pour un téléviseur LED. Je m'en félicite. D'abord la qualité de l'image. Ensuite le son, et les nombreux dispositifs existants. "", "" Difficile de trouver des TV de moins de 50 pouces, pas déçu par Sony comme d'habitude, facile à installer, image de qualité. "", ' Très belle TV Sony pour une chambre, toujours aussi bien Sony, ça fait des années que j’achète cette marque là. ', ' J’avais vu la tv en showroom parmi d’autres et elle était vraiment de meilleure qualité niveau image ']",SONY ,8
83,"SAMSUNG - TV LED UHD 4K 55"" UE55AU7090UXZT-Black",Tv 4K,"€ 449,90",Dimensione schermo-pollici : 55 pollici,False,,[],SAMSUNG ,0
84,"SONY - TV LED HD READY 32"" KD32W800P1AEP",Smart TV,"€ 301,00",Dimensione schermo-pollici : 32 pollici,True,-20.0%,"[' Très belle image son très bien également . Téléviseur avec pieds au milieu ce qui permet de le mettre sur un meuble plus petit que le téléviseur. Je recommande ce produit . de plus facilement paramétrable pour amazon etc..... ', "" Comme tous les téléviseurs d'aujourd'hui,  le son des films n'est pas bien restitué, surtout pour les passages bas. "", "" J'ai acheté ce téléviseur afin d'avoir une Tv connecté dans une chambre. Installation rapide et simple, très bonne qualité d'image et de son. Aucun problème pour configurer les différentes plateformes de streaming ... jusqu'à l'application My Canal. Une fois cette dernière application installée, je me retrouve avec un Tv sans son si je souhaite regarder la Tnt...Pensant avoir fait une erreur, je décide de réinitialiser cette Tv mais invariablement après l'installation de l'application My Canal je me retrouve avec une Tnt sans son.Pas forcement grave dans mon cas, je continuerai à regarder les matchs de Rugby sur la tablette quand je ne voudrai pas monopoliser le grand écran dans la pièce principale... "", "" Les branchements (trouver le bon câble à mettre au bon endroit) et mettre en service le téléviseur raccordé à la box Orange est une opération qui peut-être fastidieuse. Pour ma belle-mère de 90 ans, je rêvais d'un téléviseur avec un bouton marche/arrêt, un autre pour changer de chaine et enfin un troisième pour baisser ou monter le son. Les autres boutons ne lui servant qu'à dérégler son téléviseur et demander l'aide d'une tierce personne. En résumé, faites simple pour les personnes âgées ! "", "" Aucune hésitation! Un réel bonheur cette télévision !Smart tv idéale surtout si vous affectionnez Prime Vidéo ou you tube. Une qualité exceptionnelle au niveau de l'écran et de ses couleurs tant des visages que des paysages. Ce 32 pouces donne le meilleur de lui-même. Avec une barre de son ( Panasonic en ce qui me concerne ) et le confort audiovisuel est au rendez-vous. "", "" Téléviseur de bonne dimension pour une pièce d'une vingtaine de mètres carrés et peu de spectateurs. Bonnes images.Défaut : Sortie du son par une prise jack 3,5 mm qui exclut la réception simultanée du son par casque filaire et par le HP .Est-il impensable qu'un mal- entendant puisse cohabiter avec d'autres personnes ?? Étonnante stupidité. "", ' Bon Téléviseur avec image parfaite. Pour la prise casque effectivement elle coupe les HP du téléviseur, mais pas si on se branche sur la prise Digital Audio out pour relier une station casque; réglage: sortie Numérique sur PCM. (Voir AVIS défavorable Publié le 31 juillet 2022 par Govs) ', "" Bon appareil; mais après l'annonce de mise en sommeil, il s'éteint et obligé de le remettre ON avec la télécommande ! ce qui est bien gênant ...  Merci de votre réponse expliquant comment éviter cet ennui, qui se produit chaque soir !Merci de votre réponse . ""]",SONY ,8
85,"TOSHIBA - Smart TV LED UHD 4K 50"" 50UA5D63DA",Tv 4K,"€ 329,00",Dimensione schermo-pollici : 50 pollici,True,-6.0%,[],TOSHIBA ,0
86,"TOSHIBA - Smart TV LED UHD 4K 43"" 43QA7D63DA-Nero",Tv 4K,"€ 329,00",Dimensione schermo-pollici : 43 pollici,True,-18.0%,[],TOSHIBA ,0
87,"PHILIPS - Smart TV LED AMBILIGHT FHD 32"" 32PFS6906/12-Silver",Smart TV,"€ 299,00",Dimensione schermo-pollici : 32 pollici,True,-17.0%,"[' La televisione fa cose strane: spesso non risponde al telecomando (a cui ho cambiato anche le batterie), anche se il led rosso posto nella parte destra sottostante lo schermo lampeggia regolarmente; a volte improvvisamente scompare l\'immagine ma l\'audio continua a sentirsi; spesso si spegne da sola per poi riavviarsi dopo qualche secondo; quando invece ""funziona"", la TV risponde ai comandi del telecomando abbastanza in ritardo, a volte anche dopo 30-40 secondi; spesso quando accendo la tv su alcuni canali l\'audio non è in italiano (che sarebbe l\'audio che ho impostato come predefinito).Che devo fare? ', ' Caro consumatore, sembra che la tua TV abbia bisogno di un aggiornamento software. Per favore, si assicuri che il suo televisore sia aggiornato. Per quanto riguarda i canali in lingua straniera, questo potrebbe essere dovuto al fatto che non tutti i tuoi canali sono italiani, alcuni potrebbero essere stranieri, soprattutto se stai guardando la TV via satellite o un decoder.FFinalmente possiamo aiutarti a chiarire tutto questo se accetti di unirti a noi in una chat su Facebook o Twitter, o chiamare come ut 00390399685709. ', ' Scelto per l\'ottimo rapporto, su carta, qualità prezzo. Visivamente fa il suo lavoro, pulito ed elegante, ma fatica per il resto.Sin dall""accensione ho difficoltà a fargli percepire il comando. Collegato con wifi, dopo l\'avvio ha bisogno di tempo per essere operativo al 100%.L\'opzione di retroilluminazione è bella, si attiva con un tasto ma per disattivarla bisogna spaziare nei menù.Non mi ha convinto, magari con prossimi aggiornamenti si risolveranno alcuni problemi, ma per ora appare un prodotto bello ma tecnicamente lento. ', "" Complessivamente l' apparecchio TV, ACQUISTATO a fine ottobre 2021, ha soddisfatto le mie aspettative, soprattutto per quanto riguarda le prestazioni SMART; per le prestazioni tipicamente televisive devo lamentare una certa instabilita' delle immagini (succede raramente, ma succede), in particolar modo quando si opta per la qualita' VIVACE dell' immagine. Inoltre ho avuto qualche difficolta' a fissare i piedini di sostegno della TV : e' difficile avvitare completamente le 4 viti che bloccano i 2 piedini di sostegno alla TV. "", "" Confermo tutte le recensioni negative che avete letto di questo prodotto. Sono molto deluso e pentito di averlo preso. Lento, qualità dell'immagine non buona con delle regolazioni che non aggiustano nulla, non parliamo poi dell'angolo di visione che se non sei esattamente di fronte allo schermo è impossibile vedere correttamente . Funzioni android che non esistono. Insomma non sto qui neanche a dilungarmi se non per dire che non ne consiglio l'acquisto. "", ' Buongiorno Progman, Grazie per la tua recensione. Ti consigliamo di aggiornare la tua TV e di reinstallarla. Questo gli darà un nuovo inizio. Inoltre, questo non è un televisore Android, quindi è normale che non abbia funzioni Android.Ma fornendoci informazioni sulla tua esperienza, ci stai aiutando a migliorare, e lo apprezziamo.Ci dispiace molto che la sua esperienza non abbia soddisfatto le sue aspettative.  ', "" Ho già un altro televisore con sistema Ambilight e dovendo sostituire quello nella stanza dei ragazzi, non abbiamo avuto dubbi nell'acquisto. Qualsiasi tipo di spettacolo (film - sport- gaming) risulta molto più apprezzabile. Il fatto che sia poi anche un Android TV completa la comodità di utilizzo dei programmi WEB, "", "" TV acquista da circa 30 gg. sono ancora in fase di capire se alcune anomalie sono dovute ad una non corretta configurazione o sono effettivamente anomalie. Di positivo è l'assistenza telefonica. "", ' Mi è piaciuto molto la funzione ambi light unica nel suo tipo.Per il resto lo trovo un televisore di buon livello ma un po’ lento nelle funzioni di cambio canale e gestione Smart ', ' Ho apprezzato i led esterni, fanno diventare un televisore di media fascia Di un altro livello la concorrenza non si avvicina per niente a questo livello ']",PHILIPS ,10
88,"TOSHIBA - Smart TV LED UHD 4K 43"" 43UA5D63DA-Nero",Tv 4K,"€ 319,00",Dimensione schermo-pollici : 43 pollici,False,,[],TOSHIBA ,0
89,"STRONG - Smart TV LED FHD 40"" 40FC4433-nero",Smart TV,"€ 299,00",Dimensione schermo-pollici : 40 pollici,True,-6.0%,[],STRONG ,0
90,"SAMSUNG - Smart TV LED FHD 43"" UE43AU7090UXZT-Black",Smart TV,"€ 349,00",Dimensione schermo-pollici : 43 pollici,True,-5.0%,[],SAMSUNG ,0
91,"LG - TV LED 32"" 32LQ63806LC-Silky White",Smart TV,"€ 313,00",Dimensione schermo-pollici : 32 pollici,True,-22.0%,"["" Ho trovato la qualità delle immagini eccellente e anche il suono (porta le casse nella parte bassa) è ottimo. Velocità di cambio canali e s.w. di gestione più che adeguato. Se proprio devo trovare un neo, ho avuto difficoltà a farlo funzionare con l'ecosistema Google home, questo nonostante io smanetto con queste cose ed abbia letto decine di forum. "", ' Ho acquistato questa smart TV perché full HD e per la semplicità di utilizzo con le applicazioni prime video, Netflix ecc. ', ' Sono molto soddisfatto della Smart tv. LG è una sicurezza. ', "" ho  comprato questa tv  smart   consiglio per l'acquisto "", "" Molto soddisfatto dell'acquisto. Consegna super veloce ""]",LG ,5
92,"LG - Smart TV LED FHD 32"" 32LQ631C",Smart TV,"€ 279,00",Dimensione schermo-pollici : 32 pollici,True,-15.0%,[],LG ,0
93,"LG - Smart TV LED FHD 32"" 32LQ63006LA-Ceramic Black",Smart TV,"€ 261,00",Dimensione schermo-pollici : 32 pollici,True,-4.0%,"["" Avevo già la versione precedente e mi sono trovato benissimo, ho acquistato la nuova versione per un'altra camera e oltre alle ottime qualità video e audio ho notato un notevole miglioramento software, lo ricomprerei sicuramente "", ' Per ragioni di spazio, avevo necessità di una TV di massimo 32 pollici e sul mercato non se ne trovano tante con queste caratteristiche tecniche. ']",LG ,2
94,"PANASONIC - TV LED 24"" TX-24LS480E-NERO",Smart TV,"€ 239,00",Dimensione schermo-pollici : 24 pollici,True,-8.0%,[],PANASONIC ,0
95,"SHARP - Smart TV LED ANDROID HD READY 32"" 32DI4EA-Nero",Smart TV,"€ 219,00",Dimensione schermo-pollici : 32 pollici,True,-33.0%,[],SHARP ,0
96,"SHARP - Smart TV LED ANDROID HD READY 32"" 32DI2EA-Nero",Smart TV,"€ 239,00",Dimensione schermo-pollici : 32 pollici,True,-27.0%,[],SHARP ,0
97,"XIAOMI - XIAOMI TV A2 HD READY 32""-Nero",Smart TV,"€ 189,00",Dimensione schermo-pollici : 32 pollici,True,-32.0%,[],XIAOMI ,0
98,"TOSHIBA - TV LED HD READY 32"" 32WA2063DA-Nero",Smart TV,"€ 179,00",Dimensione schermo-pollici : 32 pollici,True,-40.0%,[],TOSHIBA ,0
99,"STRONG - Smart TV LED HD READY 32"" SRT32HD5553-nero",Smart TV,"€ 176,99",Dimensione schermo-pollici : 32 pollici,False,,[],STRONG ,0
100,"SHARP - Smart TV LED ANDROID UHD 4K 50"" 50DN3EA",Tv 4K,"€ 499,00",Dimensione schermo-pollici : 50 pollici,True,-29.0%,[],SHARP ,0
101,"PHILIPS - Smart TV AMBILIGHT ANDROID UHD 4K 43"" 43PUS7906/12-Black",Tv 4K,"€ 474,00",Dimensione schermo-pollici : 43 pollici,False,,"[' Pro: Android funziona bene. Le immagini sono ottime. Il WI-FI, le connessioni funzionano bene. Contro: software di gestione Philips macchinoso, per nulla intuitivo. A volte il software si blocca , va in crash,  mentre si vuole impostare qualcosa, bisogna staccare la spina e riaccenderlo.. Non rileva la CAM per TVSat. Lasciandola inserita nella speranza che prima o poi la rilevi, alla successiva riaccensione la TV risulta inattiva, spariscono voci di menu. Infine il telecomando ha i tasti in croce indistinguibili, per cui bisogna pigiare con estrema attenzione, in scarsa luce è impossibile premere su/giu/destra/sinistra senza sbagliare. ', "" Caro utente, grazie per la sua onesta recensione. Ci dispiace che il nostro telecomando le dia fastidio. Sa che esistono telecomandi universali per TV con tasti più grandi? In ogni caso la ringraziamo per averlo portato alla nostra attenzione. Faremo meglio la prossima volta!Ci ha parlato di problemi di software e questo ci preoccupa molto. Quindi la invitiamo a contattarci sui social network o per telefono allo 00390399685709. Saremo quindi in grado di aiutarla a risolvere i suoi problemi e di aiutarla a fare le impostazioni dell'immagine che più le si addicono.  "", ' Prodotto solido. Comparto smart essendo Android tv una garanzia. Comparto audio e video migliore di quello che pensavo. Tecnologia ambilight piacevolissima è stato il motivo per cui ho comprato questo tv. Purtroppo devi dire che si è rivelata anche l’unica vera nota negativa del TV in quanto mentre nella visione di canali via satellite/digitale è perfetta purtroppo durante la riproduzione di contenuti in streaming come ad esempio serie tv Disney+ o partite trasmesse su DAZN sembra non essere 100% sincronizzata alle immagini e diventa quasi fastidiosa, costringendomi a spegnerla. Non avviene comunque sempre quindi mi ritengo in generale soddisfatto dell’acquisto e do 4/5 ', "" Utilizzo della tv dopo più di un mese. La qualità delle immagini è al di sotto delle aspettative in quanto i colori neri e soffusi sono caratterizzati dalla presenza di aloni. Il sortware è molto lento e dopo l'accensione bisogna attendere un pochino prima di utilizzarne le funzioni. Anche l'interazione con il telecomando è molto lenta. Il suono è molto buono anche se la regolazione del volume va adeguata spesso.La ricezione di tutti i canali digitali richiede jn buon impianto. Funzione migliore è l'ambilight che è  veramente particolare e crea atmosfera.La ricomprerei? Ni, forse ad un prezzo piu basso. "", ' Punto primo: molto spesso si blocca nello streaming di netflix o altre app multimediali. L’audio va avanti e il video va a scatti o è del tutto nero e non c’è niente da fare, bisogna staccare la spina e riaccendere.Punto secondo: a cosa serve che sia integrata con google  assistant se sul telecomando non c’è un tasto rapido di ricerca (figuriamoci un microfono) e l’ambient light non può essere controllato ne dall’app di google home ne dall’app di philips (che manco mi trova il televisore)?Punto 3: perché diamine avete tolto le jointspace api?? Almeno con quelle potevo controllare l’ambientlight per i cavoli miei e invece devo usare quel tasto del telecomando per abilitsrlo, che il 90% delle volte ci mette svariate decine di secondi ad aprire il menu dell’ambientlight ', ' Salve sciorty,ci dispiace che la sua esperienza sia stata inferiore a 5 stelle. Se è disponibile a discutere ulteriormente della sua esperienza, può contattarci in qualsiasi momento su Facebook o Twitter.  ', "" La Tv non è niente male , schermo bello da vedere con colori naturali e vivaci . Nel reparto audio la Tv mostra della vere mancanze con volumi bassi tanto da richiedere l'uso di casse esterne . Per il reparto software, la Tv mostra rallentamenti troppo di frequentemente ,tanto da richiedere lo stacco dalla corrente per stabilizzarla ,ma sembra non risolvere il problema tanto che si ripresenta facilmente in futuro . Del resto la Tv non è male ,quando funziona , veloce anche nella ricezione wifi . "", ' Il focus di questa tv è il sistema AmbilightMolto scenografico e ben integrato nella televisioneA parte questo tutto il resto rientra nei valori di una normalissima smart di Tv di medio/basso livelloSpesso il sistema Android TV si spegne e si riavvia in automatico, per cambiare i canali ci vuole molta pazienza e non sempre esegue il comando corretto Troppa attenzione ed effettua ho riposto nella striscia LED, trascurando la televisione vera e propria ', "" Qualità visiva e audio 10 e lode. Non altrettanto lodevole il menù impostazioni troppo indaginoso e a tratti carente in alcune funzioni. Il sistema Android non è fluido e veloce e ogni tanto la TV va in blocco ed è necessario staccare la presa per farla ripartire. Assolutamente deluso per l'assenza della modalità di registrazione. Risulto possessore di un 48PFT5500/12 che a parte il problema presente da poco dopo l'acquisto in accensione (il led lampeggia per oltre 2 minuti e impedisce l'accensione) e il solito sistema Android lento e pieno di problemi ha un più razionale menù di impostazioni con funzioni più intuitive e logiche. Oltre una qualità video superlativa. Ho voluto premiare ancora il Vostro marchio ma a parte la qualità audio e visiva sono rimasto fortemente deluso.Sicuramente non lo acquisterei se potessi tornare indietro "", ' La TV è bella e il sistema Ambilight è ottimo. Tutto sembrava funzionare bene ma dopo qualche mese ha iniziato a spegnersi da solo, non rispondeva ai comandi del telecomando, si scollegava dal wifi interrompendo la visione di film su Netflix o Prime... spesso ci volevano vari minuti perchè il software si riconnettesse. Per risolvere il problema occorre un aggiornamento che occorre scaricare su USB perchè la TV non riesce a farlo via wifi! ', "" Salve RicVerona,Siamo spiacenti che la sua esperienza non sia stata all'altezza delle sue aspettative. Ci aiuti a migliorare fornendo maggiori informazioni sulla sua esperienza. Siamo raggiungibili su Facebook o Twitter. ""]",PHILIPS ,11
